genus_and_species,taxonomy_id,strain,superkingdom,phylum,class,order,family,genus,assembly_or_accession,Genome_GC,Genome_size,16S_accssion,16S_GC,Tmin
Microbacterium album,2053191,SYSU D8007,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,,72.2,,MF399039,56.4,4
Microbacterium deserti,2053190,SYSU D8014,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,,73.6,,MF399040,56.3,4
Photobacterium proteolyticum,1903952,13-13,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,,47.9,,KT971138,54.5,4
Aliiroseovarius zhejiangensis,1632025,JB3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Aliiroseovarius,,68.1,,KP261821,54.8,4
Bradyrhizobium ferriligni,1534803,CCBAU 51502 ,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,,62,,KJ818096,53.9,4
Rhodococcus kronopolitis,1460226,NEAU-ML12,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,,71.2,,KF887492,58.3,4
Cellulomonas carbonis,1386092,T26,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,,74.4,,HQ702749,58.7,4
Geomicrobium sediminis,1347788,YIM M13075,Bacteria,Firmicutes,Bacilli,Bacillales,,Geomicrobium,,42.7,,KF040368,55.9,4
Streptomyces phytohabitans,1150371,KLBMP 4601,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,69,,JQ345722,59.6,4
Fulvimarina manganoxydans,937218,8047,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Fulvimarina,,61.7,,HQ622550,56.1,4
Micromonospora luteiviridis,709896,SGB14,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,,71.3,,FN658661,59.7,4
Sphingomonas rubra,634430,BH3,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,65.6,,FJ834325,54.9,4
Novosphingobium aquiterrae,624388, E-II-3,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,62.7,,FJ772064,54.3,4
Celeribacter halophilus,576117,ZXM137,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Celeribacter,,60.1,,FJ436725,54.1,4
Micrococcus yunnanensis,566027,YIM 65004,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus,,71.7,,FJ214355,57,4
Pseudomonas abyssi,170540,MT5,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,61.2,,MF962536,53.3,4
Serratia aquatilis,1737515,2015-2462-01,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,,,,KT387999,54.3,4
Mucilaginibacter litoreus,1048221,BR-18,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,,42.4,,JF999998,51.6,4
Roseovarius pacificus,337701,812,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,,62.3,,DQ120726,55,4
Citromicrobium bathyomarinum,72174,JF-1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Citromicrobium,,67.5,,Y16267,53.3,4
Aliidiomarina taiwanensis,946228,AIT1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Aliidiomarina,,51.5,,HQ537484,53.4,4
Methanobacterium subterraneum,59277,A8p,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,GCA_002813695.1,39.4,2.5,X99044,55.5,4
Massilia agri,1886785,K-3-1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,,66.8,,KX672812,54.3,4
Bacillus berkeleyi,1069813,KMM 6244,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,39.4,,JN187498,55.4,4
Marinobacter adhaerens,1033846,HP15,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,56.9,,AY241552,55.5,4
Oceanobacillus aidingensis,645964,AD7-25,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,,39.8,,FJ428529,54.4,4
Rheinheimera pleomorphica,2703963,PKS7,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera,,50.7,,KJ563231,53.4,4
Ruegeria arenilitoris,1173585,G-M8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,,64.6,,JQ807219,55.5,4
Halomonas elongata,2746,1H9 ,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,GCA_000196875.2,63.6,4.1,M93355,55,4
Georgenia deserti,2093781,SYSU D8004,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Bogoriellaceae,Georgenia,,72.2,,MF347941,58,4
Achromobacter veterisilvae,2069367,LMG 30378,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,,67.2,,LT976503,55,4
Siccirubricoccus deserti,2013562,SYSU D8009,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Siccirubricoccus,,71.6,,KY882041,58.6,4
Massilia agilis,1811226,J9,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,,64.5,,KU870756,53.6,4
Massilia solisilvae,1811225,J18,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,,63.4,,KU870758,54,4
Massilia terrae,1811224,J11,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,,68.7,,KU870757,53.9,4
Paracoccus angustae,1671480,E6,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,,68.1,,KR052005,56.6,4
Paenibacillus nicotianae,1526551,YIM h-19,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,54,,KJ792471,54.5,4
Zhihengliuella alba,547018,YIM 90734,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Zhihengliuella,,70.3,,EU847536,57.6,4
Gracilibacillus saliphilus,543890,YIM 91119,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Gracilibacillus,,40.1,,EU784646,54.8,4
Wohlfahrtiimonas chitiniclastica,400946,S5,Bacteria,Proteobacteria,Gammaproteobacteria,,,Wohlfahrtiimonas,,44.3,,AM397063,51.7,4
Ignatzschineria larvae,112009,L1/68,Bacteria,Proteobacteria,Gammaproteobacteria,,,Ignatzschineria,,42,,NR_025382,52.2,4
Enterobacter tabaci,1697388,YIM Hb-3,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,,54.8,,KP990658,54.8,4
Rufibacter quisquiliarum,1549639,CAI-18b,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Rufibacter,,50.7,,KM083132,57.7,4
Amycolatopsis albispora,1804986,WP1,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,GCA_003312875.1,70.7,9.1,KT751086,58.6,4
Tritonibacter horizontis,1768241,O3.65,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tritonibacter,,61.5,,NZ_LPUY01000004,54.5,4
Halomonas aidingensis,659123,Ad-1,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,64.6,,GQ281062,56.4,4
Jeotgalicoccus nanhaiensis,568603,JSM 077023,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Jeotgalicoccus,,41.3,,FJ237390,53.8,4
Halomonas andesensis,447567,LC6,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,52.5,,EF622233,55.6,4
Shinella curvata,1817964,C3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Shinella,,65.4,,LT545981,55,4
Idiomarina atlantica,1517416,G5_TVMV8_7,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,,50.2,,KJ825892,53.4,4
Bacillus zanthoxyli,2663026,1433,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,33.8,,KX865140,53.6,4
Halomonas nitroreducens,447425,11S,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,65.3,,EF613113,56.5,4
Halomonas cerina,447424,SP4,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,64.5,,EF613112,57.3,4
Salinimicrobium flavum,1737065,X7,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Salinimicrobium,,46.7,,KR528477,51,4
Virgibacillus jeotgali,679900,NS3012,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus,,36.8,,GQ889491,54.8,4
Filomicrobium insigne,418854,SLG5B-19,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Filomicrobium,,59.5,,EF117253,56.2,4
Mitsuaria noduli,2052484,HZ7,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Mitsuaria,,68.5,,KP276240,55.8,4
Herbaspirillum robiniae,2014887,HZ10,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,GCA_002025725.1,65.1,5.4,KP276241,53.2,4
Luteimonas terrae,1530191,THG-MD21,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,,64.4,,KJ769177,55.5,4
Rhizobium alvei,1132659,TNR-22,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,60.3,,HE649224,54.6,4
Vibrio litoralis,335972,MANO22D,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,DQ097523,53.2,4
Porifericola rhodea,930972,N5EA6-3A2B,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Catalimonadaceae,Porifericola,,43,,AB602436,53.5,4
Roseovarius atlanticus,1641875,R12B,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,,63.6,,KR095198,54.5,4
Leisingera caerulea,506591,LMG 24369,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Leisingera,,63.6,,AM943630,55.3,4
Phaeobacter italicus,481446,LMG 24365,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,,61,,AM904562,55,4
Alteromonas macleodii,28108,107,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,GCA_000172635.2,44.7,4.7,X82145,52.5,4
Altererythrobacter xiamenensis,1316679,LY02,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter,,61.2,,KC520828,54.4,4
Halomonas urumqiensis,1684789,BZ-SZ-XJ27,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,61.7,,KM066108,56.1,4
Vitellibacter aquimaris,1548749,D-24,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,,40.6,,KM569673,54.3,4
Jannaschia seohaensis,475081,SMK-146,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Jannaschia,,68.4,,EU156067,55.8,4
Halomonas korlensis,463301,XK1,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,65.3,,EU085033,57.6,4
Psychroflexus tropicus,197345,LA1,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,,35,,AF513434,50.2,4
Aequorivita vladivostokensis,171194,KMM 3516,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,,41.3,,AB071382,53.9,4
Rheinheimera aquimaris,412437,SW-353,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera,,50.3,,EF076757,53.3,4
Kangiella koreensis,261964,SW-125 ,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae,Kangiella,GCA_000024085.1,43.7,2.9,AY520560,52.3,4
Thauera sinica,2665146,K11,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Thauera,,67.8,,KX953213,56.8,4
Chryseobacterium montanum,1849733,WG4,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,,37.7,,KX082815,49.5,4
Parvularcula flava,1566827,NH6-79,Bacteria,Proteobacteria,Alphaproteobacteria,Parvularculales,Parvularculaceae,Parvularcula,,60.7,,KM199855,54.8,4
Cobetia amphilecti,1055104,KMM 1561,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Cobetia,,63.4,,AB646236,55.3,4
Kushneria sinocarnis,595502,Z35,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Kushneria,,59.1,,FJ667549,59.5,4
Pseudomonas xinjiangensis,487184, S3-3,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,60.9,,EU286805,53.6,4
Idiomarina salinarum,435908,ISL-52,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,,53.9,,EF486355,53.9,4
Leisingera daeponensis,405746,TF-218,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Leisingera,,64.9,,DQ981486,55.6,4
Maritalea mobilis,483324,E6,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Maritalea,,53.1,,EU255260,54.3,4
Pseudomonas toyotomiensis,554344,HT-3,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,65.1,,AB453701,53.9,4
Pistricoccus aurantiacus,1883414,SS9,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Pistricoccus,GCA_007954585.1,60.1,3.8,KT072749,57.6,4
Flammeovirga pacifica,915059,WPAGA1,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Flammeovirga,,32.9,,HQ412594,51.9,4
Roseovarius nitratireducens,2044597,TFZ,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,,65.4,,MF144427,56.1,4
Luteimonas rhizosphaerae,1912093,SF12,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,,69.5,,MF924393,55.4,4
Chryseobacterium lineare,1859201,XC0022,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,,29.7,,KX185933,50.2,4
Mesonia sediminis,1703946,MF326,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesonia,,40.7,,KR061432,51.1,4
Marinomonas algicida,1711926, Yeongu 1-4,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,,44.2,,KR003453,53.3,4
Belliella marina,1644146,SW112,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Belliella,,35.4,,KR048277,54.4,4
Nocardioides ungokensis,1643322,UKS-03,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,,71.9,,KP893899,58.3,4
Reinekea marina,1310421,HME8277,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Reinekea,,46.1,,KC690143,53.4,4
Leucobacter kyeonggiensis,1123558,F3-P9,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,,67.5,,JQ039895,56.7,4
Salinovum rubellum,664787,YCWB25,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Salinovum,,65.6,,GQ359327,55,4
Grimontia marina,646534,IMCC5001,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Grimontia,,52.6,,FJ943235,54.2,4
Altererythrobacter marensis,543877,MSW-14 ,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter,GCA_001028625.1,64.7,2.9,FM177586,53.9,4
Lysobacter soli,453783,DCY21,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,GCA_009755585.1,67.6,4.1,EF623862,55.5,4
Dyella thiooxydans,445710,ATSB10,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,GCA_001641285.1,68,4.2,EF397574,56.2,4
Pandoraea thiooxydans,445709,ATSB16,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,GCA_001931675.1,63.2,4.5,EF397578,54.6,4
Chromohalobacter beijerinckii,86179,Hof 1935,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Chromohalobacter,,60.7,,AM048787,56.7,4
Aliiroseovarius marinus,2500159,A6024,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Aliiroseovarius,,59.9,,MK095627,53.8,4
Paraburkholderia caseinilytica,2171978,HM451,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,,65.4,,MF950896,56.3,4
Aquimarina aggregata,1642818,RZW4-3-2,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina,,32.3,,KR080699,49,4
Shewanella mangrovi,1515746,YQH10,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,48.3,,KJ751544,54,4
Verticiella sediminum,1247510,XH089,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Verticiella,,66.5,,KC986352,55,4
Thalassotalea eurytherma,1144278,Za6a-12,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,,42.7,,JQ288724,52.7,4
Paenirhodobacter enshiensis,1105367,DW2-9,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paenirhodobacter,,67.2,,JN797511,55.1,4
Paracoccus huijuniae,538194,FLN-7,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,,66.4,,EU725799,55.8,4
Rubrivirga profundi,1658620,SAORIC-476,Bacteria,Rhodothermaeota,Rhodothermia,Rhodothermales,Rubricoccaceae,Rubrivirga,,66.2,,KR108283,57.9,4
Idiomarina xiamenensis,1207041,10-D-4,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,,50.4,,GU471247,53.9,4
Desulfosporosinus youngiae,339862,JW/YJL-B18,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfosporosinus,,36.6,,DQ117470,54,4
Prolixibacter bellariivorans,314319,F2,Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Prolixibacteraceae,Prolixibacter,,44.9,,AY918928,52.6,4
Aquaspirillum soli,1591092,THG-SQE6,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Aquaspirillum,,53.1,,KM598238,54.6,4
Cobetia pacifica,1055101,KMM 3879 ,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Cobetia,,63,,AB646233,55.3,4
Kordiimonas sediminis,1735581,N39,Bacteria,Proteobacteria,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,Kordiimonas,,50.8,,KR491943,53.6,4
Salinicola peritrichatus,1267424,DY22,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Salinicola,,59.6,,KC005304,57.8,4
Cobetia litoralis,1055102,KMM 3880 ,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Cobetia,,64.4,,AB646234,55.3,4
Serratia nematodiphila,458197,DZ0503SBS1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,,59.5,,EU036987,54.4,4
Leucobacter margaritiformis,1052017,A23,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,,67,,JN038197,56.7,4
Gramella gaetbulicola,703340,RA5-111,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gramella,,39.1,,GQ857650,51.5,4
Halomonas titanicae,664683,BH1,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,GCA_006542315.2,54.6,5.3,FN433898,55.7,4
Aeromicrobium ponti,460257,HSW-1,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,,74,,AM778683,58.2,4
Sphingobacterium siyangense,459529,SY1,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,,38.5,,EU046272,52,4
Pseudomonas entomophila,312306,L48,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,GCA_000026105.1,64.2,5.9,AY907566,53.9,4
Longivirga aurantiaca,1837743,X5,Bacteria,Actinobacteria,Actinobacteria,Sporichthyales,Sporichthyaceae,Longivirga,,74.4,,KU055631,58.3,4
Jiella aquimaris,1508388,LZB041,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Jiella,,71.3,,KJ620984,56.2,4
Marinobacterium mangrovicola,1476959,Gal22,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinobacterium,,57,,KJ021872,53.8,4
Stappia indica,538381,B106,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Stappia,,65.9,,EU726271,55.9,4
Aliidiomarina maris,531312,CF12-14,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Aliidiomarina,,50.4,,EU723884,53.5,4
Jeotgalicoccus halotolerans,157227,YKJ-101,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Jeotgalicoccus,,42,,AY028925,53.4,4
Kangiella japonica,647384,KMM 3899,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae,Kangiella,,45.8,,AB505051,52.2,4
Pseudooceanicola marinus,396013, AZO-C,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooceanicola,,70.9,,DQ822569,54.8,4
Novosphingobium lotistagni,1736684,THG-DN6.20T,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,63.1,,KT885190,54.1,4
Emticicia aquatilis,1537369,THG-DN6.14,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Emticicia,,43.3,,KT885191,50.9,4
Nocardioides gilvus,1735589,XZ17,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,,68.9,,KR534267,57.8,4
Mongoliicoccus roseus,912592,MIM28,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Mongoliicoccus,,62.8,,HQ326178,55,4
Bacillus beringensis,641660, BR035,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,37.8,,FJ889576,54.5,4
Hydrogenovibrio kuenenii,63658,JB-A1,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Hydrogenovibrio,,42.4,,AF013978,50.9,4
Aureibacillus halotolerans,1508390, S1203,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Aureibacillus,,47.7,,KJ620986,56.2,4
Olivibacter jilunii,985016,14-2A,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Olivibacter,,41.2,,HQ848949,56.2,4
Ponticaulis profundi,2665222,YC239,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Ponticaulis,,52.8,,MF039068,53.5,4
Luteibacter jiangsuensis,637577,JW-64-1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Luteibacter,,63.6,,FJ848571,56,4
Lewinella marina,438751,MKG-38,Bacteria,Bacteroidetes,Saprospiria,Saprospirales,Lewinellaceae,Lewinella,,61,,AB301495,54.1,4
Altererythrobacter indicus,374177,MSSRF26,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter,,66.8,,DQ399262,53.2,4
Roseovarius antarcticus,1535313,M-S13-148 ,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,,60.9,,KM347966,52.8,4
Massilia humi,1517580,THG-S6.8,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,,66.8,,KM073948,54,4
