genus_and_species,taxonomy_id,strain,superkingdom,phylum,class,order,family,genus,assembly_or_accession,Genome_GC,Genome_size,16S_accssion,16S_GC,Tmin
Faecalibaculum rodentium,1702221,ALO17,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum,GCA_001564455.1,54,2.5,KP881689,56.1,25
Massilibacteroides vaginae,1673718,MV12,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Massilibacteroides,,40.1,,LN866992,50.5,25
Paenibacillus lacus,1615953,Agd-32,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,56,,LN812815,56.3,25
Planococcus massiliensis,1499687,ES2,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus,,46,,LK021122,56.9,25
Anaeromicrobium sediminis,1478221,DY2726D,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Anaeromicrobium,,33.4,,KJ137882,53.4,25
Glycomyces albus,1407560,TRM 49136,Bacteria,Actinobacteria,Actinobacteria,Glycomycetales,Glycomycetaceae,Glycomyces,,71,,AB857718,59.9,25
Ercella succinigenes,1337094,ZWB,Bacteria,Firmicutes,Clostridia,Clostridiales,Hungateiclostridiaceae,Ercella,,37.6,,HG003571,52.4,25
Mycolicibacterium iranicum,912594,M05,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,,,,HQ009482,58.5,25
Parabacteroides faecis,1217282,157,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,,41.8,,AB739697,51.1,25
Acetobacteroides hydrogenigenes,979970,RL-C,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Acetobacteroides,,51.2,,AB611036,59.4,25
Lactivibrio alcoholicus,760261,7WAY-8-7 ,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Lactivibrio,,61.4,,AB558582,57.7,25
Oligosphaera ethanolica,760260,8KG-4,Bacteria,Lentisphaerae,Oligosphaeria,Oligosphaerales,Oligosphaeraceae,Oligosphaera,,61.1,,AB558581,58,25
Belliella pelovolcani,529505,CC-SAL-25,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Belliella,,,,EU685336,52.2,25
Nitritalea halalkaliphila,590849,LW7,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Nitritalea,,49,,FM991866,53,25
Sporolactobacillus vineae,444463,SL153,Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,Sporolactobacillus,,51.1,,EF581819,56.6,25
Bacillus okhensis,333138,Kh10-101,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,DQ026060,54.1,25
Mycobacterium gastri,1777,ATCC 15754,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,,,X52919,58,25
Oleomonas sagaranensis,89018,HD-1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Oleomonas,,66,,D45202,56.2,25
Actinobacillus ureae,723, Henriksen 3520/59,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,,42.5,,M75075,50.9,25
Mycobacterium bohemicum,56425, DSM 44277,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,63.5,,U84502,58,25
Streptococcus caviae,1930533,6,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,42.6,,LT546457,52.8,25
Methanocorpusculum aggregans,176294,MSt,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocorpusculaceae,Methanocorpusculum,,52,,HG794418,53.8,25
Salicibibacter halophilus,2502791,NKC3-5,Bacteria,Actinobacteria,Actinobacteria,Glycomycetales,Glycomycetaceae,Salilacibacter,GCA_006740705.1,45.9,3.8,NR_165670,58.3,25
Bifidobacterium tissieri,1630162,MRM_5.18 ,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,63.7,,KP718951,59.7,25
Bacillus oleivorans,1448271,JC228,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,39,,HG799486,55.4,25
Actinopolyspora lacussalsi,1234544,TRM 40139,Bacteria,Actinobacteria,Actinobacteria,Actinopolysporales,Actinopolysporaceae,Actinopolyspora,,66.4,,JX485633,59.8,25
Alteribacillus bidgolensis,930129,P4B,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Alteribacillus,,38.9,,HQ433453,56.5,25
Lysinibacillus acetophenoni,614649,JC23,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,,41,,FN179488,54.1,25
Lysinibacillus cresolivorans,479077,SC03,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,,41.2,,EU043375,54.1,25
Altererythrobacter ishigakiensis,476157,JPCCMB0017,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter,GCA_001663155.1,56.9,2.7,AB363004,54.1,25
Desulfovibrio butyratiphilus,442866,BSY,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,63.3,,AB303305,56.6,25
Salinivibrio sharmensis,390883,BAG,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio,,51,,AM279734,54,25
Phenylobacterium falsum,279827,AC-49,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,,66.9,,AJ717391,56.2,25
Desulfovibrio aminophilus,81425,ALA-3,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,66,,AF067964,57.8,25
Pseudogulbenkiania gefcensis,1037320,yH16,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Pseudogulbenkiania,,65.9,,JF728876,55.5,25
Haloferax namakaokahaiae,1748331,Mke2.3,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,,61.5,,KT970727,56.9,25
Bacillus tamaricis,2069301,EGI 80668,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,38.3,,KX685158,54.7,25
Azospirillum soli,1304799,CC-LY788,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,,,,KC297124,59.2,25
Sporolactobacillus shoreae,1465501,BK92,Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,Sporolactobacillus,,46.6,,AB911245,56,25
Actinopolyspora algeriensis,995059,H19,Bacteria,Actinobacteria,Actinobacteria,Actinopolysporales,Actinopolysporaceae,Actinopolyspora,,,,HQ918195,60.4,25
Vogesella alkaliphila,1193621,JC141,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Vogesella,,62.5,,HE819389,55.3,25
Hansschlegelia beijingensis,1133344,PG04,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Hansschlegelia,,64.4,,JQ034346,56,25
Alcanivorax xenomutans,1094342,JC109,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,GCA_002072815.1,61.5,4.7,HE601937,56.1,25
Actinopolyspora mzabensis,995066,H55,Bacteria,Actinobacteria,Actinobacteria,Actinopolysporales,Actinopolysporaceae,Actinopolyspora,,64.2,,HQ918202,60.1,25
Bacillus decisifrondis,380630,E5HC-32(,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,DQ465405,54.3,25
Pararhodospirillum oryzae,478448,JA318,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Pararhodospirillum,,60.2,,AM901295,57.1,25
Rhodoplanes piscinae,444923,JA266,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,,70.6,,AM712913,57.2,25
Roseomonas tokyonensis,430521,K-20,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,,72,,AB297501,57.7,25
Enteractinococcus helveticum,1837282,UASWS1574,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Enteractinococcus,,56.3,,LN624761,55.3,25
Pontibacter aurantiacus,1697944,NP1,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Pontibacter,,52.1,,KT361203,58.3,25
Lysobacter tolerans,1604334,UM1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,,64.3,,KM888877,55.8,25
Enteractinococcus lamae,1521434,YIM 101617,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Enteractinococcus,,55.9,,KJ735096,57.1,25
Rhizobium rosettiformans,1368430,W3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,62.7,,EU781656,55,25
Staphylococcus succinus,61015,AMG\D1,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,GCA_001902315.1,33.1,2.7,AF004220,51.3,25
Rhizobium aggregatum,34013,IFAM 1003,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,62.7,,X73041,55.5,25
Mycolicibacter algericus,1288388,TBE 500028/10,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacter,,,,GU564404,58.2,25
Halococcus sediminicola,1264579,CBA1101,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,,66,,JX989265,59.2,25
Monoglobus pectinilyticus,1981510,14,Bacteria,Firmicutes,Clostridia,Clostridiales,,Monoglobus,,37.2,,KY978733,51.4,25
Methanocella paludicola,570267,SANAE,Archaea,Euryarchaeota,Methanomicrobia,Methanocellales,Methanocellaceae,Methanocella,GCA_000011005.1,54.9,3,AB196288,57.1,25
Lysinibacillus xyleni,614648,JC22,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,,41.2,,FN179487,53.7,25
Chryseomicrobium amylolyticum,558165,JC16,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Chryseomicrobium,,57.6,,FM209428,56.1,25
Streptosporangium violaceochromogenes,46188,ATCC 21807,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Streptosporangium,,,,U48997,59.9,25
Paracoccus chinensis,525640,KS-11,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,,69,,EU660389,56.6,25
Stenotrophomonas chelatiphaga,517011,B-2486,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,,68.3,,EU573216,55.3,25
Tangfeifania diversioriginum,1168035,G22,Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Prolixibacteraceae,Tangfeifania,,40,,JQ683777,53.2,25
Caenispirillum deserti,1493863,JC232,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Caenispirillum,,70,,HG974543,57.3,25
Streptomyces alkaliphilus,1472722,No. 7,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,72.8,,KF976730,59.9,25
Rhodopseudomonas telluris,644215,TUT3615,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodopseudomonas,,66.3,,AB498822,55.2,25
Nesterenkonia aethiopica,269144,DSM 17733,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Nesterenkonia,,69,,AY574575,57.5,25
Geodermatophilus amargosae,1296565,G12,Bacteria,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Geodermatophilus,,73,,HF679056,60.2,25
Actinoplanes siamensis,1223317,A-T 6646,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,,72,,JX283293,59.5,25
Desulfomicrobium orale,132132,NY678,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfomicrobiaceae,Desulfomicrobium,GCA_001553625.1,58.9,2.8,AJ251623,56.1,25
Methanobrevibacter oralis,66851,ZR,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,,28,,NR_104878,52.1,25
Marichromatium indicum,224438,JA100,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Marichromatium,,67.1,,AJ543328,55.8,25
Rhodovulum mangrovi,1406880,AK41,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,,68.9,,HG529993,55.3,25
Brevitalea deliciosa,1603870,Ac_16_C4,Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Pyrinomonadaceae,Brevitalea,,54.7,,KP638490,55.7,25
Escherichia marmotae,1499973,HT073016,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,GCA_002900365.1,50.4,4.9,KJ787692,54.7,25
Nannocystis konarekensis,2066023,MNa11734,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,,72.2,,KY381122,57.4,25
Bacteroides timonensis,1470345,AP1,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,43.3,,JX041639,50.4,25
Holdemania massiliensis,1468449,AP2,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemania,,47.1,,JX101683,51.8,25
Weeksella massiliensis,1461577,FF8,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Weeksella,,35.9,,HG931340,49.1,25
Risungbinella massiliensis,1329796,GD1 ,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Risungbinella,,40.1,,HF952921,56.5,25
Nocardioides massiliensis,1325935,GD13,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,,71,,HF952922,57.2,25
Actinomyces timonensis,1288391,7400942,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,,,,EU484334,61,25
Gorillibacterium massiliense,1280390,G5,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Gorillibacterium,,50.4,,KC193239,54.7,25
Mycobacterium paraseoulense,590652,31118?,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,,,DQ536404,58.2,25
Mycolicibacter paraterrae,577492,05\2522,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacter,,,,EU919229,58.5,25
Mycobacterium seoulense,386911,DSM 44998,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,,,DQ536403,58.2,25
Prevotella timonensis,386414,4401737,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,,,,DQ518919,52.8,25
Mycobacterium parascrofulaceum,240125,ATCC BAA-614,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,,,AY337273,58.4,25
Mycobacterium saskatchewanense,220927,ATCC BAA-544,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,,,AY208856,58,25
Bacteroides coprosuis,151276,PC139,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,36.4,,AJ514258,49.8,25
Clostridium neonatale,137838,LCDC 99A005,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,28.5,,AF275949,52.2,25
Clostridium haemolyticum,84025,ATCC 9650,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,26.5,,AB037910,52.6,25
Mycobacterium simiae,1784, ATCC 25275,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,,,X52931,58.4,25
Hathewaya histolytica,1498,ATCC 19401,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Hathewaya,GCA_901482605.1,,2.7,M59094,51.3,25
Enterococcus massiliensis,1640685,CSUR P1927,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,,39.6,,LN833866,52.7,25
Streptococcus varani,1608583,FF10,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,40.4,,LN810501,52.5,25
Methanobrevibacter acididurans,120963,ATM,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,,,,AF242652,53.1,25
Flavobacterium microcysteis,2596891,MaA-Y11,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,37,,MN061042,53.8,25
Rubrivivax albus,2499835,ICH-3,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Rubrivivax,,70.3,,MF801368,57.1,25
Ottowia konkukae,2338647,SK3863,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia,,65.8,,MG764241,54.8,25
Fictibacillus aquaticus,2021314,GDSW-R2A3,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Fictibacillus,,44.2,,KY471632,55.2,25
Ramlibacter alkalitolerans,2039631,CJ661,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,,65.4,,KF740333,55.8,25
Nocardioides agrisoli,1882242,djl-8,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,,69.3,,KX380192,57.9,25
Actinomadura adrarensis,1819600,ACD12,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura,,,,KU356942,59.5,25
Cribrihabitans pelagius,1765746,KMU-32,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Cribrihabitans,,63.7,,LC101916,55.3,25
Arcobacter lanthierii,1564137,AF1440,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Aliiarcobacter,,26.6,,,,25
Pseudomonas tarimensis,1507735,MA-69,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,64.1,,KC709664,54.8,25
Chryseobacterium shandongense,1493872,YF-3,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,,37,,KJ644318,50.6,25
Microbacterium aureliae,1452538, JF-6,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,,69.4,,KF793922,56.3,25
Salinicoccus sediminis,1432562,SV-16,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,,48.7,,KF701618,56,25
Sunxiuqinia dokdonensis,1409788,DH1,Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Prolixibacteraceae,Sunxiuqinia,,40.8,,KF646787,52.1,25
Aliiglaciecola coringensis,1406886,AK49,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aliiglaciecola,,41.9,,HG529994,53.4,25
Ottowia shaoguanensis,1335047,J5-66,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia,,64.4,,KC222642,55.9,25
Isoptericola rhizophila,1303811, BKS 3-46,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Promicromonosporaceae,Isoptericola,,70.4,,KC608148,58.4,25
Lunatimonas lonarensis,1232681,AK24,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Lunatimonas,,,,HE985070,57.2,25
Rhizobium halotolerans,1233081,AB21,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,62.5,,JX307098,55.6,25
Azospirillum humicireducens,1226968,SgZ-5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,,67.7,,JX274435,57.4,25
Gemmata massiliana,1210884,CSUR P189,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmataceae,Gemmata,GCA_901538265.1,64,10.1,JX088244,56.2,25
Massilia putida,1141883,6NM-7,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,GCA_001941825.1,65.5,7.5,JQ608336,54.6,25
Kocuria sediminis,1038857,FCS-11,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,,60.7,,JF896464,57.8,25
Kocuria assamensis,876450,S9-65,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,,69.2,,HQ018931,57.4,25
Shivajiella indica,872115,NIO-S1,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Shivajiella,,41.2,,FR681897,55.2,25
Sphingomonas formosensis,861534,CC-Nfb-2,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,62.8,,HM193517,55.3,25
Agromyces arachidis,766966,AK-1,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Agromyces,,,,FN868445,56.4,25
Microbacterium assamensis,859830,S2-48,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,,70.2,,HM146190,56.3,25
Vibrio jasicida,766224,TCFB 0772,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,GCA_002887615.1,45.1,6,AB562589,53.9,25
Mycolicibacterium setense,431269,ABO-M06,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,,,,EF138818,57.6,25
Mycolicibacterium conceptionense,451644,D16,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,,64,,AY859684,57.7,25
Nocardioides fonticola,450363,NAA-13,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,,71.8,,EF626689,58.2,25
Solimonas soli,413479,DCY12,Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,Sinobacteraceae,Solimonas,,40.5,,EF067861,54,25
Aeromicrobium flavum,416568, TYLN1,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,,73.3,,EF133690,57.7,25
Parapusillimonas granuli,380911,Ch07,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Parapusillimonas,,67.9,,DQ466075,55.3,25
Agrococcus lahaulensis,341722,K22-21,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Agrococcus,,74.1,,DQ156908,56.3,25
Xanthobacter polyaromaticivorans,225625,127W,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Xanthobacter,,65,,AB106864,55.7,25
Spiroplasma chinense,216932,CCH,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,,29,,AY189126,50.1,25
Mycoplasma testudinis,33924,1008,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,,35,,U09788,46.9,25
Salinicola rhizosphaerae,1443141,MSSRFH1,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Salinicola,,64,,KF898345,57.2,25
Streptomyces rhizophilus,1367506,JR-41,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,71,,HQ267989,58.8,25
Rhizobium populi,1312132,K-38,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,63.5,,KC609734,55.6,25
Ciceribacter lividus,1197950,MSSRFBL1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ciceribacter,,71,,JQ230000,55.5,25
Streptomyces karpasiensis,1187859,K413,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,71.9,,JQ864430,58.7,25
Flavobacterium ummariense,913024,DS-12,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,37.4,,HQ329187,49.2,25
Nocardia kroppenstedtii,341199,N1286,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,,,,DQ157924,58.6,25
Deinococcus actinosclerus,1768108,BM2,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,GCA_001507665.1,70.6,3.3,KT448814,55.7,25
Paenibacillus gorillae,1243662,G1,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,48.8,,JX650054,54.9,25
Syntrophorhabdus aromaticivorans,328301,UI,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophorhabdaceae,Syntrophorhabdus,,,,AB212873,55.8,25
Bombella apis,1785988,MRM1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Bombella,,59.5,,KU534110,55.7,25
Lutibaculum baratangense,1358440,AMV1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Lutibaculum,,70.5,,FN297835,57.7,25
Kocuria atrinae,592377,P30,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,,70.2,,FJ607311,56.9,25
Alteromonas litorea,252597,TF-22,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,46,,AY428573,53.1,25
Bacteroides zoogleoformans,28119,ATCC 33285,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,GCA_002998435.1,,3.4,L16488,53.3,25
Clostridium tyrobutyricum,1519,ATCC 25755,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,28,,M59113,52.1,25
Edwardsiella piscicida,1263550,ET883,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella,GCA_000348565.1,,3.9,MK937273,54.3,25
Phenylobacterium kunshanense,1445034,BUT-10,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,,71.9,,KJ008916,55.7,25
Brachybacterium squillarum,661979,M-6-3,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium,,71.5,,GQ339911,57.5,25
Paraburkholderia sacchari,159450,PT101,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,,,,AF263278,56.3,25
Cyclobacterium sediminis,1611812,SD70,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Cyclobacterium,,36,,KP639573,53.6,25
Planobispora takensis,1367882,A-T 7458,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Planobispora,,72.9,,KC865732,59.6,25
