genus_and_species,taxonomy_id,strain,superkingdom,phylum,class,order,family,genus,assembly_or_accession,Genome_GC,Genome_size,16S_accssion,16S_GC,Tmin
Ketobacter alkanivorans,1917421,GI5,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Ketobacter,GCA_002863865.1,51.2,4.9,KY303768,54.4,18
Methanohalophilus halophilus,2177,Z-7982,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanohalophilus,GCA_001889405.1,42.4,2,FR733671,55.1,18
Pseudenhygromyxa salsuginis,442868,SYR-2,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Pseudenhygromyxa,,69.7,,AB600195,57.4,18
Anaerobacillus alkalilacustris,393763,Z-0521,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anaerobacillus,,36.2,,DQ675454,54,18
Deinococcus roseus,392414,TDMA-uv51,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,,57.4,,AB264136,55,18
Archangium gephyra,48,M18,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,GCA_001027285.1,69.4,12.5,M94273,53.4,18
Brachybacterium huguangmaarense,1652028,M1,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium,,71,,JX398975,57.5,18
Phenylobacterium aquaticum,1763816,W2-3-4,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,,68.7,,KT309087,55.3,18
Wangella harbinensis,1176194,NEAU-J3,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Wangella,,62.5,,JQ750973,59.8,18
Lactobacillus kosoi,2051900,10H,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,30.5,,LC318484,50.5,18
Methanosarcina semesiae,84592,MD1,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,,,,AJ012742,56.6,18
Carboxylicivirga mesophila,1166478,MEBiC 07026,Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Marinilabiliaceae,Carboxylicivirga,,44.2,,JQ672625,50.1,18
Oleiagrimonas citrea,1665687,MEBiC09124,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Oleiagrimonas,,66.1,,KP691065,56.4,18
Promicromonospora soli,2035533,NEAU-GS50,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Promicromonosporaceae,Promicromonospora,,71.2,,KY352348,57.4,18
Pontibacter terrae,2304246,17SD1-15,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Pontibacter,,49,,KY924851,57.4,18
Deinococcus irradiatisoli,2202254,17bor-2,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,GCA_003173015.1,67,3.1,KY939573,56.4,18
Cloacibacterium rupense,517423,R2A-16,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cloacibacterium,,33.3,,EU581834,50.6,18
Mycolicibacterium chlorophenolicum,37916,DSM 43826,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,,68.4,,X79094,58.3,18
Sorangium dawidii,2093424,Soce 362,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,,71.4,,MG824981,56.7,18
Sorangium arenae,2093421,Soce 1078,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,,71.6,,MG824983,56.8,18
Sorangium reichenbachii,2093419,Soce 1828,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,,72.6,,MG824984,56.6,18
Allofrancisella inopinata,1085647,SYSU YG23,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Allofrancisella,,32.6,,JN620412,50.6,18
Allofrancisella frigidaquae,1085644,SYSU 10HL1970,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Allofrancisella,,30,,JN620409,50.5,18
Flavisolibacter galbus,2675388,17J28-26,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavisolibacter,,,,MH633714,52.2,18
Pseudaminobacter granuli,2685871,Gr-2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Pseudaminobacter,,63.6,,KX066102,55.7,18
Brevibacterium anseongense,2683611,Gsoil 188,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,,68.1,,KY078840,57.1,18
Terrabacter ginsengisoli ,2570919,Gsoil 653,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Terrabacter,,70.5,,MH045485,56.8,18
Sorangium bulgaricum,2093423,Soce 321,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,,71.4,,MG824980,56.6,18
Sorangium ambruticinum,2093422, Soce 176,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,,72,,MG824979,56.7,18
Sorangium kenyense,2093418,Soce 375,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,,71.1,,MG824982,57.1,18
Paenibacillus azotifigens,2047734,NF2-4-5,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,56.4,,KX510118,56,18
Daejeonia ginsenosidivorans,1813881,NP5,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Daejeonia,,44.8,,KT950745,50.6,18
Racemicystis crocea,1707966,MSr9521,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Racemicystis,,70.4,,KT591707,57.3,18
Paenibacillus aceris,869555,KUDC4121,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,48.8,,KU879057,54.9,18
Sphingobium vulgare,563163,HU1-GD12,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,,66.8,,FJ177535,54.7,18
Clostridium geopurificans,558153,MJ1,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,42.8,,FJ008042,51,18
Chryseobacterium taklimakanense,536441,X-65,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,GCA_900187185.1,40.4,2.8,EU718058,51.1,18
Solirubrobacter ginsenosidimutans,490573,BXN5-15,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,,70.6,,EU332825,58.8,18
Paracoccus seriniphilus,184748,MBT-A4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,,63.3,,AJ428275,55.2,18
Mesoplasma lactucae,138853,831-C4,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Entomoplasmataceae,Mesoplasma,GCA_002441935.1,29.8,0.8,AF303132,49,18
Stigmatella erecta,83460,ATCC 25191,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Stigmatella,,68,,NR_042398,56.7,18
Acholeplasma brassicae,61635,0502T,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,GCA_000967915.1,35.8,1.9,AY538163,49.6,18
Acholeplasma palmae,38986,J233,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,GCA_000968055.1,29,1.6,L33734,48.7,18
Stigmatella aurantiaca,41,ATCC 25190,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Stigmatella,GCA_000165485.1,67.5,10.3,M94281,53.1,18
Sphaerisporangium rhizosphaerae,2269375,NEAU-mq3,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Sphaerisporangium,,74.4,,MF981162,59.6,18
Adhaeribacter swui,2086471,17mud1-7,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Adhaeribacter,,45.9,,KY924849,52.9,18
Pelobium manganitolerans,1842495,YS-25,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pelobium,,42,,KX014810,57.5,18
Pseudoxanthomonas humi,1591114,THG-MM13 ,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,,63.7,,KM598260,55.2,18
Lysobacter agri,1582807,THG-SKA3,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,,68.9,,KM576858,55.5,18
Micromonospora jinlongensis,1287877,NEAU-GRX11,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,,70,,KC134254,60.2,18
Micromonospora zeae,1286226,NEAU-gq9,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,,68.8,,KC287242,60,18
Micromonospora maoerensis,1283715,NEAU-MES19,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,,70.3,,KC469639,59.8,18
Xiangella phaseoli,1144548,NEAU-J5,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Xiangella,,72.2,,JQ073732,59.8,18
Myxococcus virescens,83456,M22,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,,69.5,,AB218225,56.1,18
Flavobacterium lutivivi,1677894,HQQ,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,32,,KT215492,50.1,18
Pseudodonghicola xiamenensis,337702,Y-2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudodonghicola,,62.4,,DQ120728,55.2,18
Cesiribacter andamanensis,649507,AMV16,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Cesiribacter,,50.9,,FN396961,53.5,18
Hydrogenophaga luteola,1591122,THG-SQE7 ,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,,63.7,,KM598239,55.7,18
Actinoallomurus acanthiterrae,1136071,2614A723,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinoallomurus,,71.3,,JQ085862,59.1,18
Novosphingobium sediminis,707214,YG-17,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,63.2,,FJ938155,53.9,18
Brachybacterium horti,1517578,THG-S15-4,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium,,69.5,,KM073966,57.7,18
Pseudoalteromonas phenolica,161398,O-BC30 ,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,GCA_001444405.1,40.6,4.9,AF332880,52.6,18
Lysobacter novalis,1594399,THG-PC7,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,,62.5,,KM658501,55.8,18
Desulfosarcina alkanivorans,571177,PL12,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfosarcina,GCA_009688945.1,56.6,7.3,AB468588,53.4,18
Cysteiniphilum litorale,2056700,SYSU D3-2,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Fastidiosibacteraceae,Cysteiniphilum,,38.1,,KX817994,50.5,18
Fastidiosibacter lacustris,2056695,SYSU HZH-2,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Fastidiosibacteraceae,Fastidiosibacter,,37.1,,KX817995,51.9,18
Kaistia dalseonensis,410840,B6-8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Kaistia,,66.5,,AM409364,56.4,18
Kaistia geumhonensis,410839,B1-1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Kaistia,,61.6,,AM409363,56.7,18
Edwardsiella anguillarum,1821960,ET080813,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella,GCA_000264765.2,58.4,4.3,NR_136429,54,18
Arthrobacter pokkalii,1581172,P3B162,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,,64,,KM507333,57.1,18
Chondromyces pediculatus,83447,Cm p51,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Chondromyces,,,,GU207875,57.5,18
Chondromyces lanuginosus,83446,Sy t2,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Chondromyces,,,,NR_025345,57.1,18
Achromobacter piechaudii,72556,CIP,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,,64.5,,AB010841,54.1,18
Chondromyces crocatus,52,Cm c5,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Chondromyces,GCA_001189295.1,68.7,11.4,GU207874,57.5,18
Chondromyces apiculatus,51,Cm a14,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Chondromyces,,69.5,,NR_025344,57.7,18
Myxococcus fulvus,33,ATCC 25199,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,,69,,NR_043946,56.7,18
Rhizobium metallidurans,1265931,ChimEc512,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,58.9,,JX678769,55.3,18
Sphingobacterium ginsenosidimutans,687845,THG 07,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,,40.6,,GU138378,51.7,18
Heliorestis acidaminivorans,553427,HR10B,Bacteria,Firmicutes,Clostridia,Clostridiales,Heliobacteriaceae,Heliorestis,,,,EU908049,53.9,18
Archangium minus,83450,Cb m2,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,,,,AJ233903,57.4,18
Gemmobacter megaterium,1086013,CF17,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Gemmobacter,,61.4,,JN620361,55.3,18
Melittangium lichenicola,45,ATCC 25946,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Melittangium,,,,M94277,53.6,18
Sediminibacterium salmoneum,426421,NJ-44,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Sediminibacterium,,40.6,,EF407879,49.7,18
Cloacibacterium normanense,237258,NRS1,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cloacibacterium,,31,,AJ575430,50.6,18
Streptosporangium nanhuense,1337876,NEAU-NH11,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Streptosporangium,,66.5,,KF146932,59.1,18
Actinoplanes campanulatus,113559,ATCC 15348,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,,71,,AB036995,59.2,18
Spirillospora albida,58123,ATCC 15331,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Spirillospora,,71,,D85498,59.8,18
Actinoplanes regularis,52697,CBS 193.64,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,,72.3,,AB037011,59.5,18
Reyranella massiliensis,445220,521,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,Reyranella,,,,EF394922,56.8,18
Sphingomonas kyungheensis,1069987,THG-B283,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,72.2,,JN196137,54.5,18
Simulacricoccus ruber,2303410,MCy10636,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Simulacricoccus,,72.9,,MH094235,56.4,18
Hoeflea anabaenae,369795,WH2K,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Hoeflea,,58.1,,DQ364238,55.6,18
Commensalibacter intestini,479936,A911,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Commensalibacter,,37,,EU409601,53,18
Rufibacter tibetensis,512763,1351,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Rufibacter,GCA_001310085.1,,5.4,EU543663,56.1,18
Acholeplasma pleciae,228419,PS-1,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,,31.6,,AY257485,49.3,18
Entomoplasma ellychniae,2114,ELCN\1,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Entomoplasmataceae,Entomoplasma,,27.5,,M24292,47.1,18
Actinoplanes hulinensis,1144547,NEAU-M9,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,,67.9,,JQ073723,59.5,18
Streptomyces mayteni,481003,YIM 60475,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,73.3,,EU200683,58.5,18
Flavobacterium cheniae,295428,NJ-26,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,40.6,,EF407880,50.8,18
Friedmanniella sagamiharensis,546874,FB2,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Friedmanniella,,75,,AB445456,58.3,18
Friedmanniella okinawensis,546873,FB1,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Friedmanniella,,74,,AB445455,58.2,18
Friedmanniella lucida,546872,FA2,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Friedmanniella,,73,,AB445454,58.5,18
Flavobacterium hankyongi,1176532, KTCe-4,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,34.2,,JQ349044,50.8,18
Devosia humi,1591105,THG-MM1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,,63.7,,KM598259,56.1,18
Taibaiella yonginensis,1591118,THG-SC4,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Taibaiella,,43.1,,KM598262,51.3,18
Sphingomonas flava,1594400,THG-MM5,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,60.7,,KM658502,54.8,18
Flavisolibacter ginsenosidimutans,661481,Gsoil 636,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavisolibacter,GCA_007970805.1,46.4,5.1,GQ339897,51.4,18
Nonomuraea shaanxiensis,1286230,NEAU-st1,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea,,69.1,,KC287247,59.5,18
Ichthyobacterium seriolicida,242600,JBKA-6,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Ichthyobacteriaceae,Ichthyobacterium,GCA_002369955.1,32.8,1.9,AB713897,49.2,18
Lysobacter rhizosphaerae,1537377,THG-DN8.3 ,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,,67.8,,KM035979,56.4,18
Friedmanniella luteola,546871,FA1,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Friedmanniella,,72,,AB445453,57.6,18
Methanothermococcus thermolithotrophicus,2186,SN-1,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,,32.5,,M59128,57.5,17
Halorhabdus utahensis,146826,AX-2,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halorhabdus,GCA_000023945.1,62.9,3.1,AF071880,59.7,17
Amphibacillus sediminis,360185,Shu-P-Ggiii25-2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Amphibacillus,,42.3,,AB243866,54.5,17
Bacillus nakamurai,1793963,NRRL B-41091,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,43.8,,KU836854,55.2,17
Haloterrigena jeotgali,413811,A29,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Haloterrigena,,62.3,,EF077633,58.6,17
Desulfoglaeba alkanexedens,361111,ALDC,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Desulfoglaeba,GCA_005377625.1,59.3,3.4,DQ303457,59,17
Salinivibrio kushneri,1908198,AL184,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio,GCA_005280275.1,50.7,3.4,LT627515,54.2,17
Celerinatantimonas diazotrophica,412034, S-G2-2,Bacteria,Proteobacteria,Gammaproteobacteria,,Celerinatantimonadaceae,Celerinatantimonas,,43,,DQ913890,54.3,17
Allokutzneria albata,211114,R761-7,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Allokutzneria,,71.7,,AJ512462,59.4,17
Anaerofilum pentosovorans,52787,F,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerofilum,,55,,X97852,52.6,17
Anaerofilum agile,52786,Fae,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerofilum,,55,,X98011,52.6,17
Clostridium grantii,40575,A-1,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,30.2,,X75272,52.8,17
Halorubrum cibi,413815,B31,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,,61.7,,EF077639,58.5,17
Kordiimonas gwangyangensis,288022,GW14-5,Bacteria,Proteobacteria,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,Kordiimonas,,39.3,,AY682384,54.8,17
Parviterribacter multiflagellatus,1640866,A22/0/F9_1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Parviterribacteraceae,Parviterribacter,,74,,KP981371,59.1,17
Acidocella aluminiidurans,472056,AL46,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidocella,,65.6,,AB362219,54.9,17
Mangrovibacterium marinum,1639118,FA423,Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Prolixibacteraceae,Mangrovibacterium,,47.4,,KP214057,51.8,17
Roseimarinus sediminis,1610899,HF08,Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Prolixibacteraceae,Roseimarinus,,44.8,,KP019205,51.7,17
Paraburkholderia heleia,634127,SA41,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,,64,,AB495123,57.1,17
Acidiphilium multivorum,62140,AIU 301 ,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,GCA_000202835.1,67,4.2,AB006711,56.7,17
Methanolacinia petrolearia,54120,DSM 11571,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanolacinia,GCA_000147875.1,47.4,2.8,NR_102902,55.8,17
Methanoplanus limicola,2315,DSM 2279,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoplanus,,47.5,,M59143,53.8,17
Sinomonas notoginsengisoli,1457311,SYP-B575,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Sinomonas,,66.6,,KF876688,60,17
Halorubrum luteum,406549,CGSA15,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,,60.2,,DQ987877,59.2,17
Alicyclobacillus ferrooxydans,471514,TC-34,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,,48.6,,EU137838,57.5,17
Paracoccus thiocyanatus,34006,IAM 12814,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,,67.5,,D32238,55.6,17
Paracoccus versutus,34007,A2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,,67.5,,Y16932,56.7,17
Stenotrophobacter terrae,1458337,Ac_28_D10,Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellaceae,Stenotrophobacter,,58.5,,KF840371,50.7,17
Ktedonobacter racemifer,363277, SOSP1-21,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Ktedonobacter,,,,AM180156,57.6,17
Amphibacillus indicireducens,1076330,C40,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Amphibacillus,,37.6,,AB665218,53.6,17
Gemmobacter aquatilis,933059,ATCC 49971,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Gemmobacter,,63.4,,NR_104740,55.2,17
Planctopirus limnophila,120,Mu 290,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctopirus,GCA_000092105.1,53.7,5.5,X62911,56.2,17
Marinirhabdus citrea,1862160,MEBiC09412,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Marinirhabdus,,41,,KX355990,53.8,17
